label,associatedSequences,otherCatalogNumbers,catalogNumber,institutionCode,collectionCode,basisOfRecord,typeStatus,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank,identificationQualifier,identifiedBy,decimalLatitude,decimalLongitude,country,stateProvince,waterBody,eventDate,verbatimLocality,recordedBy
MG752146,MG752146.1,5479,5479,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-3.4275,-52.22833,Brazil,Pará,Xingu,2009-09-21,Rio Xingu,Valeria Machado
MG752147,MG752147.1,5480,5480,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-3.4275,-52.22833,Brazil,Pará,Xingu,2009-09-21,Rio Xingu,Valeria Machado
MG752148,MG752148.1,11594,46303,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-24,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752149,MG752149.1,14067,23439,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado
MG752150,MG752150.1,14068,14068,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado
MG752151,MG752151.1,14069,14069,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado
MG752152,MG752152.1,14070,23439,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado
MG752153,MG752153.1,14072,23439,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado
MG752154,MG752154.1,14074,14074,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",2.79952,-60.66669,Brazil,Roraima,Branco,2013-10-16,enseada em frente Boa Vista rio Branco - RR,Valeria Machado
MG752155,MG752155.1,14955,14955,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752156,MG752156.1,15117,15117,UFAM,CTGA,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-7.28883,-60.63611,Brazil,Amazonas,Aripuanã,2014-11-19,"Corredeira dos Periquitos, rio Aripuanã - AM",Valeria Machado
MG752157,MG752157.1,15384,23447,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-5.7553,-57.35366,Brazil,Pará,Tapajós,2015-10-09,localidade 2 rio Tapajós,Valeria Machado
MG752158,MG752158.1,15385,23447,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-5.7553,-57.35366,Brazil,Pará,Tapajós,2015-10-09,localidade 2 rio Tapajós,Valeria Machado
MG752159,MG752159.1,15415,23447,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-5.6295277778,-57.25313,Brazil,Pará,Tapajós,2015-10-11,localidade 3 rio Tapajós,Valeria Machado
MG752160,MG752160.1,15429,23447,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Machado, V.",-5.6295277778,-57.25313,Brazil,Pará,Tapajós,2015-10-11,localidade 3 rio Tapajós,Valeria Machado
MG752161,MG752161.1,JAR149,JAR149,UFAM,LEGAL,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",NA,NA,Brazil,Amapá,Jari,NA,rio Jari,Valeria Machado
MG752162,MG752162.1,JAR150,JAR150,UFAM,LEGAL,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",NA,NA,Brazil,Amapá,Jari,NA,rio Jari,Valeria Machado
MG752163,MG752163.1,JAR151,JAR151,UFAM,LEGAL,MaterialSample,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Andrade, M.",NA,NA,Brazil,Amapá,Jari,NA,rio Jari,Valeria Machado
MG752164,MG752164.1,PITI164,46133,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752165,MG752165.1,PITI165,46133,INPA,ICT,PreservedSpecimen,Other material,Myleus setiger Müller & Troschel 1844,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myleus,setiger,species,NA,"Birindelli, J. et al.",-0.88777,-59.57444,Brazil,Amazonas,Uatumã,2014-09-19,Corredeira 40 ilhas - rio Pitinga,"L. Rapp Py-Daniel, et al."
MG752166,MG752166.1,1749,1749,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Fernández, H. | Ortí, G.",-4.17405,-53.41331,Brazil,Pará,Xingu,2008-08-16,"Arara, banco direito do rio Iriri",Natasha Verdasca
MG752167,MG752167.1,1797,1797,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Fernández, H. | Ortí, G.",-4.27944,-53.49315,Brazil,Pará,Xingu,2008-08-17,Praia rochosa banco esquerdo do rio Iriri,Natasha Verdasca
MG752168,MG752168.1,2864,2864,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Zuanon, J.",-6.14894,-48.36074,Brazil,Para,Araguaia,2009-09-11,r. Araguaia /Reservatório de AHE-SI/Sat.Isabel/PA,Natasha Verdasca
MG752169,MG752169.1,2865,2865,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Zuanon, J.",-6.14894,-48.36074,Brazil,Para,Araguaia,2009-09-11,r. Araguaia /Reservatório de AHE-SI/Sat.Isabel/PA,Natasha Verdasca
MG752170,MG752170.1,3124,3124,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752171,MG752171.1,3125,3125,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Zuanon, J.",-5.61084,-48.13106,Brazil,Tocantins,Araguaia,2009-09-16,"Araguaia river, near Araguatins city",Tomas Hrbek
MG752172,MG752172.1,5549,5549,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Machado, V.",-3.84083,-52.69611,Brazil,Pará,Xingu,2009-09-20,rio Iriri,Valeria Machado
MG752173,MG752173.1,5550,5550,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Machado, V.",-3.84083,-52.69611,Brazil,Pará,Xingu,2009-09-20,rio Iriri,Valeria Machado
MG752174,MG752174.1,11141,11141,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Souza, L.",-3.84083,-52.69611,Brazil,Pará,Xingu,2012-08-24,Rio Iriri (Acampamento),Valeria Machado
MG752175,MG752175.1,11143,11143,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Souza, L.",-3.84083,-52.69611,Brazil,Pará,Xingu,2012-08-24,Rio Iriri (Acampamento),Valeria Machado
MG752176,MG752176.1,11192,11192,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Souza, L.",-3.45779,-51.70856,Brazil,Pará,Xingu,2012-09-04,"Cachoeira Jericoá, rio Xingu",Valeria Machado
MG752177,MG752177.1,11589,46301,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-24,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752178,MG752178.1,11590,46301,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-24,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752179,MG752179.1,11591,46301,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-24,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752180,MG752180.1,11592,46301,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-24,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752181,MG752181.1,11593,46301,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-24,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752182,MG752182.1,11651,46300,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-26,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752183,MG752183.1,11652,46300,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-4.55244,-56.28869,Brazil,Pará,Tapajós,2012-11-26,rio Tapajós a montante das corredeiras de São Luis do Tapajós,Valeria Machado
MG752184,MG752184.1,14265,46316,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-1.83191,-57.0733,Brazil,Amazonas,Nhamundá,2013-11-21,Baixo rio Nhamundá,Valeria Machado
MG752185,MG752185.1,14368,14368,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Andrade, M.",-1.67511,-57.47677,Brazil,Amazonas,Nhamundá,2013-11-20,Com. Chave - rio Nhamundá,Valeria Machado
MG752186,MG752186.1,15381,23444,INPA,ICT,PreservedSpecimen,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Machado, V.",-5.7553,-57.35366,Brazil,Pará,Tapajós,2015-10-09,localidade 2 rio Tapajós,Valeria Machado
MG752187,MG752187.1,15383,15383,UFAM,CTGA,MaterialSample,Other material,Myloplus arnoldi Ahl 1936,Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,arnoldi,species,NA,"Machado, V.",-5.7553,-57.35366,Brazil,Pará,Tapajós,2015-10-09,localidade 2 rio Tapajós,Valeria Machado
MG752188,MG752188.1,5765,57801,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Machado, V.",-3.01905,-49.73781,Brazil,Pará,Tocantins,2009-11-06,"Tocantins river, rear Baiao cty",Valeria Machado
MG752189,MG752189.1,5766,57801,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Machado, V.",-3.01905,-49.73781,Brazil,Pará,Tocantins,2009-11-06,"Tocantins river, rear Baiao cty",Valeria Machado
MG752190,MG752190.1,5767,5767,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Machado, V.",-3.01905,-49.73781,Brazil,Pará,Tocantins,2009-11-06,"Tocantins river, rear Baiao cty",Valeria Machado
MG752191,MG752191.1,5909,5909,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Machado, V.",-3.80822,-49.67135,Brazil,Pará,Tocantins,2009-11-06,"Tocantins river, rear Tucurui cty",Valeria Machado
MG752192,MG752192.1,5910,5910,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Machado, V.",-3.80822,-49.67135,Brazil,Pará,Tocantins,2009-11-06,"Tocantins river, rear Tucurui cty",Valeria Machado
MG752193,MG752193.1,5911,5911,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Machado, V.",-3.80822,-49.67135,Brazil,Pará,Tocantins,2009-11-06,"Tocantins river, rear Tucurui cty",Valeria Machado
MG752194,MG752194.1,12006,12006,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752195,MG752195.1,12007,12007,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752196,MG752196.1,12104,46279,INPA,ICT,PreservedSpecimen,Other material,Myloplus asterias (Müller & Troschel 1844),Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,asterias,species,NA,"Machado, V.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752197,MG752197.1,12201,46279,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752198,MG752198.1,12202,46279,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752199,MG752199.1,12204,46279,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752200,MG752200.1,12205,46279,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752201,MG752201.1,12220,12220,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.96902,-61.90061,Brazil,Roraima,Branco,2013-02-17,Lago margem direita do rio Branco - RR,Valeria Machado
MG752202,MG752202.1,12278,52505,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
MG752203,MG752203.1,12323,52506,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
MG752204,MG752204.1,12324,12324,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
MG752205,MG752205.1,12325,52506,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
MG752206,MG752206.1,12326,12326,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
MG752207,MG752207.1,12327,52506,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
MG752208,MG752208.1,12328,12328,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
MG752209,MG752209.1,12329,52505,INPA,ICT,PreservedSpecimen,Paratype,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
MG752210,MG752210.1,12330,12330,UFAM,CTGA,MaterialSample,Other material,"Myloplus nigrolineatus Ota, Machado, Collins, Andrade, Farias & Hrbek 2019",Animalia,Chordata,Actinopterygii,Characiformes,Serrasalmidae,Myloplus,nigrolineatus,species,NA,"Andrade, M.",-0.94908,-62.92898,Brazil,Amazonas,Negro,2013-02-22,"rio Negro, prox de Barcelos",Valeria Machado
